Аԥсны Аҳәынҭқарра Аҭаацәаратә Закәанеидкыла	Семейный кодекс республики абхазия
Изхылҵыз рҟынтәи хылаԥшрада иаанханы ахәыҷааӡарҭатә еиҿкаарақәа рҿы, ахәышәтәырҭатә еиҿкаарақәа рҿы, ауааԥсыра рсоциалтә-хьчаратә еиҿкаарақәарҿы иара убас урҭ иреиԥшу аиҿкаарақәа рҿы иҟоу ахәыҷқәа ирымоуп анаҩсан еиқәыԥхьаӡо рзинқәа:	Дети, оставшиеся без попечения родителей и находящиеся в воспитательных учреждениях, лечебных учреждениях, учреждениях социальной защиты населения и других аналогичных учреждениях, имеют право на:
рныҟәгара, рааӡара аҵарадырра аиоура, ганрацәала реизҳара, рыуаҩра ҳаҭырла азныҟәара, разҿлымҳарақәа реиқәыршәаразы аҭагылазаашьақәа раԥҵара;	содержание, воспитание, образование, всестороннее развитие, уважение их человеческого достоинства, обеспечение их интересов;
ирықәнаго ааӡаԥса, атәанчахәы, ацхыраагӡа, иара убас, егьырҭ асоциалтә зшәатәқәа;	причитающиеся им алименты, пенсии, пособия и другие социальные выплаты;
анхарҭазы ирымоу ахатәратә зинқәа мамзаргьы анхарҭа ахархәаразы азинқәа реиқәырхара, анхарҭа змам анхарҭатә закәанԥҵара инақәыршәаны – анхарҭаҭыԥ  аиоура;	сохранение права собственности на жилое помещение или права пользования жилым помещением, а при отсутствии жилого помещения имеют право на получение жилого помещения в соответствии с жилищным законодательством;
иарбоу аиҿкаарақәа рыҟны аҟазаара аамҭа аниаслакь ашьҭахь усурҭакаҿ аҭыԥ аанкылара аамҭазы аџьаус иазку азакәанԥҵараз ишазыԥхьагәаҭо ала аԥыжәатә зин аиоура;	льготы при трудоустройстве, предусмотренные законодательством о труде, по окончании пребывания в указанных учреждениях.
Изхылҵыз рҟынтә хәылаԥшрада иаанханы, абри ахәҭаҷ актәи ахәҭаҿы иарбо аиҿкаарақәа рҿы иҟоу ахәыҷқәа абри Азакәанеидкыла ахәҭаҷқәа 56 – 58 рыла иазыԥхьагәаҭоу азинқәа рымоуп.	Дети, оставшиеся без попечения родителей и находящиеся в учреждениях, указанных в части 1 настоящей статьи, обладают также правами, предусмотренными статьями 56 – 58 настоящего Кодекса.
Ахәыҷы ихагыло абекәыни ахахәылхҩи рзинқәа	Права и обязанности опекуна (попечителя) ребенка
Абекәыни ахахәылхҩи ақәиҭуп иагьруалԥшьоуп ирыду ахәыҷы агәабзиара иманы, махашьахала деибганы, психикалеи доуҳалеи деиқәшәаны, иуаҩышәара ҳаракны дыгәцаракны иааӡара.	Опекун (попечитель) ребенка имеет право и обязан воспитывать ребенка, находящегося под опекой (попечительством), заботиться о его здоровье, физическом, психическом, духовном и нравственном развитии.
Абекәыни ахахәылхҩи ирыду ахәыҷы игәаанагареи, абекәынреи ахахәылхреи русбарҭа аԥшьгарақәеи, иара убас абри Азакәанеидкыла ахәҭаҷ 67 актәи ахәҭа аԥҟадҵақәеи хшыҩзышьҭра рзуны рхатәгәаԥхарала ишьақәдыргылоит иааӡашьа.	Опекун (попечитель) вправе самостоятельно определять способы воспитания ребенка, находящегося под опекой (попечительством), с учетом мнения ребенка и рекомендаций органа опеки и попечительства, а также при соблюдении требований, предусмотренных частью 1 статьи 67 настоящего Кодекса.
Абекәыни ахахәылхҩи ирыду ахәыҷы игәаанагара хшыҩзышьҭра азуны иақәиҭуп аҵараиурҭатә еиҿкаараеи иоуа аҵарадырра аформеи ралхра, иара убас ируалԥшьоуп ахәыҷы ашьаҭакратә ҵарадырреи, ибжьаратәуи ихаҭәаауи аҵарадырреи роуразы аҭагылазаашьа изаԥҵара.	Опекун (попечитель) с учетом мнения ребенка имеет право выбора образовательного учреждения и формы получения образования ребенком, а также обязан обеспечить получение ребенком основного общего образования и создать условия для получения им среднего (полного) общего образования.
Абекәыни ахахәылхҩи иақәиҭуп дара зхагыло ахәыҷы изакәанымкәа днызкыло дарбанзаалакгьы (уа иналаҵаны ауацәагьы), иҟынтәи Аӡбара ала иргьежьразы аԥҟадҵа аҟаҵара.	Опекун (попечитель) вправе требовать по суду возврата ребенка, находящегося под опекой (попечительством), от любых лиц, удерживающих у себя ребенка без законных оснований, в том числе от близких родственников ребенка.
Абекәыни ахахәылхҩи ақәиҭым (азин рымам) дара зду ахәыҷы дызхылҵызи иареи иара убас егьырҭ изааигәо иуацәеи иареи реибабара аруадаҩра (аԥырхагахара? аԥынгылара?), урҭ реибабара иара иазҿлымҳарақәа ианрықәымшәо аамҷыдарахаз.	Опекун (попечитель) не вправе препятствовать общению ребенка с его родителями и другими близкими родственниками, за исключением случаев, когда такое общение не отвечает интересам ребенка.
Абекәыни ахахәылхҩи ртәылауаҩратә зинқәа руалԥшьақәеи ҳәаақәҵоуп Аԥсны Аҳәынҭқарра Атәылауаҩратә Закәанеидкыла ахәҭаҷқәа 36-38 рыла.	Гражданские права и обязанности опекуна (попечителя) определяются статьями 36 – 38 Гражданского Кодекса Республики Абхазия.
Ахәыҷы дызду абекәыни ахахәылхҩи абикәынреи ахахәылхреи рзы ирықәу ауалԥшьақәа нарыгӡоит.	Обязанности по опеке и попечительству в отношении ребенка, находящегося под опекой (попечительством), исполняются опекуном (попечителем) безвозмездно.
Ахәыҷы иныҟәгаразы абекәыни ахахәылхҩи есымза ироуеит аԥаратә хархәага Аԥсны Аҳәынҭқарра азакәанԥҵара ишьақәнаргыло аԥҟареи ашәагааи ирықәыршәаны.	На содержание ребенка опекуну (попечителю) ежемесячно выплачиваются денежные средства в порядке и размере, установленным законодательством Республики Абхазия.
VII. Аҟәша Атәымтәылауааи атәылауаҩра змам ауааԥсыреи злахәу аҭаацәаратә еизыҟазаараҿ аҭаацәаратә закәанԥҵара ахархәара	Раздел VII. Применение семейного законодательства к семейным отношениям с участием иностранных граждан и лиц без гражданства
Аԥсны Аҳәынҭқарраҿ аҵакырадгьылаҿ аиԥшәымара абжьаҵара	Заключение брака на территории Республики Абхазия
Аԥсны Аҳәынҭқарраҿ аҵакырадгьылаҿ аиԥшәымара абжьаҵара аԥҟареи аформеи ҳәаақәнаҵоит аԥсны Аҳәынҭқарра азакәанԥҵара.	Форма и порядок заключения брака на территории  Республики Абхазия определяются законодательством Республики Абхазия.
Аԥсны Аҳәынҭқарра аҵакырадгьылаҿ аиԥшәымара абжьаҵара ҳәаақәнаҵоит аиԥшәымара абжьаҵара аламҭалазы досу зтәылауаҩра имоу аҳәынҭқарра азакәанԥҵара, аха аиԥшәымара абжьаҵара алзмыршо аҭагылазаарақәа ртәы зҳәо, абри Азакәанеидкыла ахәҭаҷ 13 аԥҟадҵақәа рықәныҟәарала.	Условия заключения брака на территории Республики Абхазия определяются для каждого из лиц, вступающих в брак, законодательством государства, гражданином которого лицо является в момент заключения брака, с соблюдением требований статьи 13 настоящего Кодекса в отношении обстоятельств, препятствующих заключению брака.
Аиԥшәымара зыбжьазҵо атәымтәылауаҩра инаваргыланы Аԥсны Аҳәынҭқарра атәылауаҩрагьы имазар, усҟан аиԥшәымара абжьаҵараан ахархәара амоуп Аԥсны Аҳәынҭқарра азакәанԥҵара. Аиԥшәымара зыбжьазҵо ауаҩы ҩ-ҳәынҭқаррак инареиҳаны аҳәынҭқаррақәа ртәылауаҩра имазар, усҟан иара иалихуа аҳәынҭқарра азакәанԥҵара ахархәара аиоуеит.	Если лицо наряду с гражданством иностранного государства имеет гражданство Республики Абхазия, к условиям заключения брака применяется законодательство Республики Абхазия. При наличии у лица гражданства нескольких иностранных государств применяется по выбору данного лица законодательство одного из этих государств.
Атәылауаҩра змамкәа Аԥсны Аҳәынҭқарраҿ аиԥшәмара зыбжьазҵо ауаҩытәыҩса аиԥшәымара абжьаҵаразы иахәҭоу аҭагылазаара ҳәаақәнаҵоит  иара ҭышәынтәаларала  дахьынхо аҳәынҭқарра азакәанԥҵара.	Условия заключения брака лицом без гражданства на территории Республики Абхазия определяются законодательством государства, в котором это лицо имеет постоянное место жительства.
Адипломатратә хаҭарнакреи аконсулратә аиҿкаарақәеи рҿы аиԥшәмара абжьаҵара.	Заключение браков в дипломатических представительствах и консульских учреждениях
Атәымҳәынҭқарраҿ инхауа Аԥсны Аҳәынҭқарра атәылауаа рыбжьара аиԥшәымара рыбжьарҵоит Аԥсны аҳәынҭқарра адипломатратә хаҭарнакреи аконсулратә еиҿкаарақәеи рҿы.	Браки между гражданами Республики Абхазия, проживающими за пределами территории Республики Абхазия, заключаются в дипломатических представительствах или в консульских учреждениях Республики Абхазия.
Аԥсны Аҳәынҭқарраҿ атәымтәылатәи ахаҭарнакреи аконсулратә еиҿкаарақәеи рҿы атәымтәылатәи атәылауаа ирыбжьарҵаз аиԥшәымара ҵабыргуп ҳәа азхаҵара амоуп зинлеи уалԥшьалеи наҟ-ааҟ реиҟарара ашьаҭала.	Браки между иностранными гражданами, заключенные на территории Республики Абхазия в дипломатических представительствах и консульских учреждениях иностранных государств, признаются действительными в Республике Абхазия на условиях взаимности.
Аԥсны Аҳәынҭқарра анҭыҵ Аԥсынтәылауаа рыбжьара ибжьарҵо аиԥшәымара азхаҵара	Признание браков, заключенных за пределами территории Республики Абхазия
Аԥсны Аҳәынҭқарра аҵакырадгьыл анҭыҵ Аԥсны атәылауаа рыбжьара ирыбжьаҵо аиԥшәымара, Аԥсны атәылауааи атәымтәылауааи рыбжьара ибжьаҵо аиԥшәымара, мамзаргьы Аԥсны атәылауааи атәылауаҩра змам ауааԥсыреи рыбжьара ирыбжьарҵо аиԥшәымара иҵабыргуп ҳәа аԥсны Аҳәынҭқарраҿ иазхаҵахоит урҭ аиԥшәымарақәа ахьрыбжьарҵаз атәылаҿ иҟоу азакәанԥҵара иқәныҟәаны ирыбжьарҵазар, иара убас Аԥсны Аҳәынҭқарра аҭаацәаратә Закәанеидкыла 13-тәи ахәҭаҷ аԥҟарақәа рҿы иарбоу, аиԥшәымара абжьаҵара иаԥынгыло аҭагылазаашьақәа ыҟамзар.	Браки между гражданами Республики Абхазия и браки между гражданами Республики Абхазия и иностранными гражданами или лицами без гражданства, заключенные за пределами территории Республики Абхазия с соблюдением законодательства государства, на территории которого они заключены, признаются действительными в Республике Абхазия, если отсутствуют предусмотренные статьей 13 настоящего Кодекса обстоятельства, препятствующие заключению брака.
Атәым ҳәынҭқарра атәылауаа Аԥсны Аҳәынҭқарра аҵакырадгьыл анҭыҵ ирыбжьарҵаз аиԥшәымара Аԥсны Аҳәынҭқарраҿ иҵабыргуп ҳәа иазханаҵахоит урҭ аиԥшәымарақәа ахьрыбжьарҵаз атәылаҿ иҟоу азакәанԥҵара иқәныҟәаны ирыбжьарҵазар.	Браки между иностранными гражданами, заключенные за пределами территории Республики Абхазия с соблюдением законодательства государства, на территории которого они заключены, признаются действительными в Республике Абхазия.
Аԥсны Аҳәынҭқарраҿ ибжьаҵо аиԥшәымара мамзаргьы Аԥсны Аҳәынҭқарра аҵакырадгьыл анҭыҵ ибжьаҵо аиԥшәымара рҵабыргымра	Недействительность брака, заключенного на территории Республики Абхазия или за пределами территории Республики Абхазия
Аԥсны Аҳәынҭқарраҿ ибжьаҵо аиԥшәымара мамзаргьы Аԥсны Аҳәынҭқарра аҵакырадгьыл анҭыҵ ибжьаҵо аиԥшәымара аҵабыргымра шьақәныргылоит урҭ аиԥшәымарақәа рыбжьаҵараан ахархәара змаз азакәанԥҵара.	Недействительность брака, заключенного на территории Республики Абхазия или за пределами Республики Абхазия, определяется законодательством, которое применялось при  заключении брака.
Аиԥшәымара аԥыхра	Расторжение брака
Аԥсны аҳәынҭқарра атәылауааи атәым ҳәынҭқарра атәылауааи, мамзаргьы Аԥсны Аҳәынҭқарра атәылауааи атәылауаҩра змам ауааԥсыреи реиԥшәымара иара убас Аԥсны Аҳәынҭқарраҿ атәым ҳәынҭқарратәи атәылауаа ирыбжьарҵаз аиԥшәымара аԥыхра мҩаԥыргоит Аԥсны Аҳәынҭқарра азакәанԥҵара инақәыршәаны.	Расторжение брака между гражданами Республики Абхазия и иностранными гражданами или лицами без гражданства, а также брака между иностранными гражданами на территории Республики Абхазия  производится в соответствии с законодательством Республики Абхазия.
Аԥсны Аҳәынҭқарра аҵакырадгьыл анҭыҵ инхауа Аԥсны Аҳәынҭқарра атәылауаҩы дақәиҭуп Аԥсны Аҳәынҭқарра аҵакырадгьыл анҭыҵ инхауа иԥшәмеи иареи реиԥшәымара Аԥсны Аҳәынҭқарра аӡбарҭаҿы аԥыхра иԥшәма тәылауаҩрас дызҵазкуазаалакгьы. Аԥсны Аҳәынҭқарра азакәанԥҵара инақәыршәаны Атәылауаҩратә ҭагылазаашьазы актқәа рҭаҩырҭаҿы аиԥшәымара аԥыхра алшозар, усҟан реиԥшәымара  аԥыхзар алшоит Аԥсны Аҳәынҭқарра адипломаттә хаҭарнакраҿы мамзаргьы аконсулратә еиҿкаараҿы.	Гражданин Республики Абхазия, проживающий за пределами территории Республики Абхазия, вправе расторгнуть брак с проживающим за пределами территории Республики Абхазия  супругом независимо от его гражданства в суде Республики Абхазия. В случае, если в соответствии с законодательством Республики Абхазия  допускается расторжение брака в органах записи актов гражданского состояния, брак может быть расторгнут в дипломатических представительствах или в консульских учреждениях Республики Абхазия.
Аԥсны Аҳәынҭқарра атәылауаа ирыбжьаз аиԥшәымара, мамзаргьы Аԥсны Аҳәынҭқарра атәылауаҩи атәым ҳәанҭқарра атәылауаҩи ирыбжьо аиԥшәымара, мамзаргьы Аԥсны Аҳәынҭқарра атәылауаҩи атәылауаҩра змам ауаҩытәыҩсеи ирыбжьоу аиԥшәымара Аԥсны Аҳәынҭқарра аҵакырадгьыл анҭыҵ, аиԥшәымара ахьрыбжьарҵаз аҳәынҭқарраҿ иаԥу азакәанԥҵара ақәныҟәарала иаԥыхзар Аԥсны Аҳәынҭқарраҿ уи ҵабыргуп ҳәа иазханаҵоит аԥсны Аҳәынҭқарра азакәанԥҵара ақәныҟәарала иаргаматәызар.	Расторжение брака между гражданами Республики Абхазия  либо расторжение брака между гражданами Республики Абхазия  и иностранными гражданами или лицами без гражданства, совершенные за пределами территории Республики Абхазия  с соблюдением законодательства государства, на территории которого они заключены, признаются действительными в Республике Абхазия, если легализованы в установленном законодательством Республики Абхазия порядке.
Атәымҳәынҭқарратәи атәылауаа ирыбжьаз аиԥшәымара уи аиԥшәымара ахьрыбжьарҵаз аҳәынҭқарраҿ иаԥу азакәанԥҵара ақәныҟәарала Аԥсны Аҳәынҭқарраҿ аҵакырадгьыл анҭыҵ аԥыхра иҵабыргуп ҳәа иазханаҵоит Аԥсны Аҳәынҭқарра азакәанԥҵара ала ишьақәыргыло аԥҟара ақәныҟәарала иаргаматәзар.	Расторжение брака между иностранными гражданами, совершенное за пределами территории Республики Абхазия с соблюдением законодательства государства, на территории которого он заключен, признается действительным в Республике Абхазия, если легализован в установленном законодательством Республике Абхазия порядке.
Еиԥшәымацәоу имазаратәуи имазаратәыми рзинқәеи руалԥшьақәеи	Личные неимущественные и имущественные права и обязанности супругов
Абри Азакәанеидкыла ахәҭаҷ 159 иарбоу аиԥшәымацәа имазаратәуи имазаратәыми рхатә зинқәеи руалԥшьақәеи ҳәаақәнаҵоит иахьеицынхо аҳәынҭқарра аҵакырадгьылаҿ ахархәара змоу азакәанԥҵара; аицынхарҭа ҭыԥ рымамзар усҟан – аҵыхәтәантәи аицынхарҭаҭыԥ ахьрымаз аҳәынҭқарраҿ ахархәара змоу азакәанԥҵара. Аицынхарҭа ҭыԥ змам аиԥшәымацәа имазаратәуи имазаратәыми рзинқәеи руалԥшьақәеи шьақәнаргылоит Аԥсны аҳәынҭқарра азакәанԥҵара Аԥсны Аҳәынҭқарра аҵакырадгьылаҿ.	Личные неимущественные и имущественные права и обязанности супругов определяются законодательством государства, на территории которого они имеют совместное место жительства, а при отсутствии совместного места жительства законодательством государства, на территории которого они имели последнее совместное место жительства. Личные неимущественные и имущественные права и обязанности супругов, не имевших совместного места жительства, определяются на территории Республики Абхазия законодательством Республики Абхазия.
Еицырзеиԥшу атәылауаҩра мамзаргьы џьарак аицынхаразы аҭыԥ змам аиԥшәмацәа аиԥшәымаразы аиқәшаҳаҭра мамзаргьы аӡәи-аӡәи аныҟәгаԥса рзеибашәаразы аиқәшаҳаҭра анрыбжьарҵо еиқәышаҳаҭны иалырхыр рылшоит аиԥшәымаратә еилаӡараҿы мамзаргьы аныҟәгаԥса аӡәи-аӡәи рзеибашәаразы рхы иадырхәаша закәанԥҵарак. Аиԥшәымацәа рхы иадырхәаша азакәанԥҵара, аиԥшәмаразы мамзаргьы аныҟәгаԥса аӡәи-аӡәи рзеибашәаразы аиқәшаҳаҭра абжьаҵараан иалрымхызар, усҟан ахархәара амоуп абри ахәҭаҷ актәи ахәҭа аҭагылазаара.	При заключении брачного договора или соглашения об уплате алиментов друг другу супруги, не имеющие общего гражданства или совместного места жительства, могут избрать законодательство, подлежащее применению для определения их прав и обязанностей по брачному договору или по соглашению об уплате алиментов. В случае, если супруги не избрали подлежащее применению законодательство, к брачному договору или к их соглашению об уплате алиментов применяются положения части 1 настоящей статьи.
Абра, анра ашьақәыргылареи амакреи	Установление и оспаривание отцовства (материнства)
Абра, анра ашьақәыргылареи амакреи ҳәаақәнаҵоит ахәыҷы даниуаз дызтәылауаҩыз аҳәынҭқарра азакәанԥҵара.	Установление и оспаривание отцовства (материнства) определяются законодательством государства, гражданином которого является ребенок по рождению.
Аԥсны Аҳәынҭқарраҿ а/бреи анреи ашьақәыргылареи амакреи ҳәаақәнаҵоит Аԥсны аҳәынҭқарра азакәанԥҵара. Аԥсны Аҳәынҭқарра азакәанԥҵарала ианалшо а/бреи анреи ашьақәыргылара атәылауаҩратә ҭагылазаашьазы актқәа рҭаҩырҭаҿы, усҟан Аԥсны Аҳәынҭқарра аҵакырадгьыл анҭыҵ инхо ахәыҷы иаби иани руаӡәык иакәзаргьы Аԥсны Аҳәынҭқарра датәылауаҩзар, азин рымоуп Абра (анра) ашьақәыргыларазы Аԥсны Аҳәынҭқарра адипломатратә хаҭарнакрахь мамзаргьы аконсулратә еиҿкаарахь арзаҳал алагалара.	Порядок установления и оспаривания отцовства (материнства) на территории Республики Абхазия  определяется законодательством Республики Абхазия. В случаях, если законодательством Республики Абхазия допускается установление отцовства (материнства) в органах записи актов гражданского состояния, проживающие за пределами территории Республики Абхазия родители ребенка, из которых хотя бы один является гражданином Республики Абхазия, вправе обращаться с заявлениями об установлении отцовства (материнства) в дипломатические представительства или в консульские учреждения Республики Абхазия.
Ахшареи ахшара зхылҵызи рзинқәеи руалԥшьақәеи	Права и обязанности родителей и детей
Ахшареи ахшара зхылҵызи рзинқәеи руалԥшьақәеи, уа иналаҵаны ахәыҷқәа рныҟәгаразы изхылҵыз руалԥшьақәа, ҳәаақәнаҵоит џьарак аицынхаразы аҭыԥ ахьрымо аҳәынҭқарраҿ иаԥу азакәанԥҵара. Ахшареи урҭ зхылҵызи џьарак аицынхаразы аҭыԥ рымамзар усҟан ахшареи урҭ зхылҵызи рзинқәеи руалԥшьақәеи ҳәаақәнаҵоит ахәыҷы дызтәылауаҩу аҳәынҭқарраҿ иаԥу азакәанԥҵара. Ааӡаԥса (аныҟәгаԥса) ашәаразы азыҳәаҩ иқәиргыло аԥҟадҵа, иара убас, ахшареи изхылҵызи рыбжьара егьырҭ аизыҟазаарақәа ирызкны ахархәара амазар алшоит ахәыҷы ҭышәынтәаларала дахьынхо аҳәынҭқарра зҵакырадгьылаҿ иаԥу азакәанԥҵара.	Права и обязанности родителей и детей, в том числе обязанность родителей по содержанию детей, определяются законодательством государства, на территории которого они имеют совместное место жительства. При отсутствии совместного места жительства родителей и детей права и обязанности родителей и детей определяются законодательством государства, гражданином которого является ребенок. По требованию истца к алиментным обязательствам и к другим отношениям между родителями и детьми может быть применено законодательство государства, на территории которого постоянно проживает ребенок.
Зықәра наӡахьо ахшареи аҭаацәара егьырҭ алахәылацәеи аныҟәгаԥса ааӡаԥса ашәаразы руалԥшьақәа	Алиментные обязательства совершеннолетних детей и других членов семьи
Зықәра наӡахьо ахшара изхылҵыз рныҟәгаразы руалԥшьақәеи, иара убас, аҭаацәара егьырҭ алахәылацәа аныҟәгаԥса ашәаразы рхыдҵақәеи шьақәнаргылоит урҭ зегь реицынхарҭаҭыԥ ахьрымо аҳәынҭқарра азакәанԥҵара. Зегь реицынхарҭаҭыԥ рымамзар урҭ ауалԥшьақәеи ахыдҵақәеи шьақәнаргылоит аныҟәгаԥса (ааӡаԥса) аиоуразы аԥҟадҵа ықәзыргылаз ауаҩԥсы дызтәылауаҩу аҳәынҭқарра азакәанԥҵара.	Алиментные обязательства совершеннолетних детей в пользу родителей, а также алиментные обязательства других членов семьи определяются законодательством государства, на территории которого они имеют совместное место жительства. При отсутствии совместного места жительства такие обязательства определяются законодательством государства, гражданином которого является лицо, претендующее на получение алиментов.
Аҳәыҷы ааӡара игара	Усыновление (удочерение)
Даҽа ҳәынҭқаррак атәылауаҩы ила мамзаргьы атәылауаҩра змам ауаҩԥсы ила Аԥсны Аҳәынҭқарра иатәылауаҩу ахәыҷы ааӡара игара, уа иналаҵаны ааӡара аԥыхра, мҩаԥысуеит ахәыҷы ааӡара дызго дызтәылауаҩу аҳәынҭқарраҿ иаԥу азакәанԥҵара инақәыршәаны; Атәылауаҩра змам ауаҩԥсы ила аԥсны Аҳәынҭқарра иатәылауаҩу ахәыҷы ааӡара дызго игара мҩаԥысуеит ааӡара данигоз аламҭалазы ҭышәныртәаларала дахьынхо аҳәынҭқарраҿ иаԥу азакәанԥҵара инақәыршәаны.	Усыновление (удочерение), в том числе отмена усыновления, на территории Республики Абхазия иностранными гражданами или лицами без гражданства ребенка, являющегося гражданином Республики Абхазия, производится в соответствии с законодательством государства, гражданином которого является усыновитель (при усыновлении (удочерении) ребенка лицом без гражданства – в соответствии с законодательством государства, в котором это лицо имеет постоянное место жительства) на момент подачи заявления об усыновлении (удочерении) или об отмене усыновления.
Даҽа ҳәынҭқаррак иатәылауаҩу ила мамзаргьы атәылауаҩра змам ауаҩԥсы ила Аԥсны Аҳәынҭқарра иатәылауаҩу ахәыҷы ааӡара игараан абри Азакәанеидкыла ахәҭаҷқәа 127-129, а-ҷ 131 (актәи ахәҭа аабатәи апункт аламкәа), ахәҭаҷқәа 132, 133 ахәҭаҷ 134 (аԥшьбатәи апункт аламкәа), ахәҭаҷқәа 135-136 рыԥҟадҵақәа рықәныҟәара аҭахуп.	При усыновлении (удочерении) на территории Республики Абхазия иностранными гражданами или лицами без гражданства ребенка, являющегося гражданином Республики Абхазия, должны быть также соблюдены требования статей 127-129, статьи 131 (за исключением пункта восьмого части 1), статей 132 и 133, статьи 134 (за исключением пункта четыре), статей 135-137 настоящего Кодекса.
Аԥсны Аҳәынҭқарра иатәылауаҩу ԥшәымас (хатәҩызас) дызмоу даҽа ҳәынҭқаррак иатәылауаҩу ила, мамзаргьы атәылауаҩра змам ауаҩԥсы ила Аԥсны Аҳәынҭқарра иатәылауаҩу ахәыҷы ааӡара игара мҩаԥгазароуп абри Азакәанеидкыла ишьақәнаргыло аԥҟара инақәыршәаны Аԥсны Аҳәынҭқарра жәларбжьаратәи аилаӡарала даҽакы шьақәыргыламзар.	Усыновление (удочерение) на территории Республики Абхазия иностранными гражданами или лицами без гражданства, состоящими в браке с гражданами Республики Абхазия, детей, являющихся гражданами Республики Абхазия, производится в порядке, установленном настоящим Кодексом для граждан Республики Абхазия, если иное не предусмотрено международным договором Республики Абхазия.
Аԥсны Аҳәынҭқарраҿ Аԥсны Аҳәынҭқарра атәылауаа рыла ааӡара атәымҳәынҭқарра иатәылауаҩу ахәыҷы игараан ахәыҷы закәанлатәи ихаҭарнак иақәшаҳаҭра, иара убас, ахәыҷы дызтәылауаҩу аҳәынҭқарра иатәу уи иазку аусбарҭа рақәшаҳаҭра хымԥада иаҭахуп, иара убас ахәыҷы иақәшаҳаҭрагьы, уи аҩыза аԥҟадҵа арбазар хыхь зыӡбахә ҳәоу аҳәынҭқарра азакәанԥҵараҿ.	При усыновлении (удочерении) на территории Республики Абхазия гражданами Республики Абхазия ребенка, являющегося иностранным гражданином, необходимо получить согласие законного представителя ребенка и компетентного органа государства, гражданином которого является ребенок, а также, если это требуется в соответствии с законодательством указанного государства, согласие ребенка на усыновление.
Ааӡара ахәыҷы игара, Аԥсны Аҳәынҭқарра азакәанԥҵарала, иара убас, Аԥсны аҳәынҭқарра жәларбжьаратәи аилаӡарала иазыԥхьагәаҭоу ахәыҷы иазҿлымҳарақәа аԥырхага рнаҭар алшозар ааӡара игара амҩаԥгара залшаӡом, имҩаԥгоугьы аӡбарала аԥыхра ақәуп.	В случае, если в результате усыновления (удочерения) могут быть нарушены права ребенка, установленные законодательством Республики Абхазия и международными договорами Республики Абхазия, усыновление не может быть произведено независимо от гражданства усыновителя, а произведенное усыновление (удочерение) подлежит отмене в судебном порядке.
Даҽа ҳәынҭқаррак иатәылауаау рыла мамзаргьы атәылуаҩра змам ауааԥсыра рыла Аԥсны Аҳәынҭқарра аҵакырадгьыл анҭыҵ ааӡара игоу Аԥсны Аҳәынҭқарра иатәылауаау ахәыҷқәа рзинқәеи изакәану разҿлымҳарақәеи Аԥсны Аҳәынҭқарра жәларбжьаратәи аилаӡара даҽак азыԥхьагәанамҭозар, рыхьчара нарыгӡоит, иарбоу ахәыҷқәа жәаашықәса рхыҵаанӡа ашәҟәы иахьҭагало Аԥсны Аҳәынҭқарра аконсултә еиҿкаарақәа жәларбжьаратәи азин азыԥҵәақәа иахьынӡа алдыршо ала.	Защита прав и законных интересов детей, являющихся гражданами Республики Абхазия и усыновленных иностранными гражданами или лицами без гражданства, за пределами территории Республики Абхазия, если иное не предусмотрено международным договором Республики Абхазия, осуществляется в пределах, допускаемых нормами международного права, консульскими учреждениями Республики Абхазия, в которых указанные дети состоят на учете до достижения ими совершеннолетия.
Аԥсны Аҳәынҭқарра иатәылауаау, атәым ҳәынҭқарра атәылауаа рыла мамзаргьы атәылауаҩра змам ауаатәыҩса рыла ааӡара иго ахәыҷқәа атәым ҳәынҭқарраҿ Аԥсны Аҳәынҭқарра аконсултә еиҿкаараҿ рҭагаларала аԥҟара ҳәаақәнаҵоит Аԥсны Аҳәынҭқарра Аминистрра аилазаара.	Порядок постановки на учет консульскими учреждениями Республики Абхазия детей, являющихся гражданами Республики Абхазия и усыновленных иностранными гражданами или лицами без гражданства, определяется  Кабинетом Министров Республики Абхазия.
Аԥсны Аҳәынҭқарра иатәылауаҩу, аԥсны Аҳәынҭқарра анҭыҵ инхо ахәыҷы ааӡара дызгаз дызтәылауаҩу атәым ҳәынҭқарра иатәу аусбарҭа имҩаԥнагаз ахәыҷы ааӡара игара, Аԥсны Аҳәынҭқарраҿ иҵабыргуп ҳәа азхаҵара алшоит уи азы Аԥсны Аҳәынҭқарра аминистрцәа реилазаара заанаҵ иақәшаҳаҭны имҩаԥгазар.	Усыновление (удочерение) являющегося гражданином Республики Абхазия и проживающего за пределами Республики Абхазия  ребенка, произведенное компетентным органом иностранного государства, гражданином которого является усыновитель, признается действительным в Республике Абхазия при условии получения предварительного согласия  на усыновление (удочерение) от Кабинета Министров Республики Абхазия.
